0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.013399999999999856e+00,2.954200000000000159e+00,-1.084799999999999986e+00
-2.013300000000000090e+00,2.954200000000000159e+00,-1.084899999999999975e+00
-2.013300000000000090e+00,2.954200000000000159e+00,-1.084899999999999975e+00
-2.013300000000000090e+00,2.954200000000000159e+00,-1.084899999999999975e+00
-2.013300000000000090e+00,2.954200000000000159e+00,-1.084899999999999975e+00
-2.013399999999999856e+00,2.954200000000000159e+00,-1.084799999999999986e+00
-2.013399999999999856e+00,2.954200000000000159e+00,-1.084699999999999998e+00
-2.013399999999999856e+00,2.954200000000000159e+00,-1.084699999999999998e+00
-2.013399999999999856e+00,2.954099999999999948e+00,-1.084799999999999986e+00
-2.013500000000000068e+00,2.954099999999999948e+00,-1.084799999999999986e+00
-2.013500000000000068e+00,2.954099999999999948e+00,-1.084799999999999986e+00
-2.013399999999999856e+00,2.954200000000000159e+00,-1.084699999999999998e+00
-2.013399999999999856e+00,2.954200000000000159e+00,-1.084799999999999986e+00
-2.013399999999999856e+00,2.954200000000000159e+00,-1.084799999999999986e+00
-2.013399999999999856e+00,2.954200000000000159e+00,-1.084699999999999998e+00
-2.012900000000000134e+00,2.953500000000000014e+00,-1.084300000000000042e+00
-2.013399999999999856e+00,2.954099999999999948e+00,-1.084799999999999986e+00
-2.013399999999999856e+00,2.954200000000000159e+00,-1.084799999999999986e+00
-2.013399999999999856e+00,2.954200000000000159e+00,-1.084799999999999986e+00
-2.013399999999999856e+00,2.954200000000000159e+00,-1.084799999999999986e+00
-2.013399999999999856e+00,2.954299999999999926e+00,-1.084600000000000009e+00
-2.013399999999999856e+00,2.954299999999999926e+00,-1.084600000000000009e+00
-2.013399999999999856e+00,2.954299999999999926e+00,-1.084600000000000009e+00
-2.013900000000000023e+00,2.955000000000000071e+00,-1.084899999999999975e+00
-2.013399999999999856e+00,2.954299999999999926e+00,-1.084600000000000009e+00
