0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.479800000000000004e+00,3.327799999999999869e+00,4.107999999999999985e-01
-1.479400000000000048e+00,3.326900000000000190e+00,4.107000000000000095e-01
-1.479400000000000048e+00,3.326900000000000190e+00,4.107000000000000095e-01
-1.479400000000000048e+00,3.326900000000000190e+00,4.106000000000000205e-01
-1.479800000000000004e+00,3.327799999999999869e+00,4.107000000000000095e-01
-1.479400000000000048e+00,3.326900000000000190e+00,4.106000000000000205e-01
-1.479400000000000048e+00,3.326900000000000190e+00,4.106000000000000205e-01
-1.479400000000000048e+00,3.326900000000000190e+00,4.106000000000000205e-01
-1.479400000000000048e+00,3.326900000000000190e+00,4.106000000000000205e-01
-1.479400000000000048e+00,3.326900000000000190e+00,4.106000000000000205e-01
-1.479400000000000048e+00,3.326900000000000190e+00,4.106000000000000205e-01
-1.479800000000000004e+00,3.327799999999999869e+00,4.107000000000000095e-01
-1.479400000000000048e+00,3.326900000000000190e+00,4.106000000000000205e-01
-1.479400000000000048e+00,3.326900000000000190e+00,4.106000000000000205e-01
-1.479400000000000048e+00,3.326900000000000190e+00,4.106000000000000205e-01
-1.479200000000000070e+00,3.326999999999999957e+00,4.106000000000000205e-01
-1.479600000000000026e+00,3.327900000000000080e+00,4.107000000000000095e-01
-1.479400000000000048e+00,3.326900000000000190e+00,4.106000000000000205e-01
-1.479200000000000070e+00,3.326999999999999957e+00,4.106000000000000205e-01
-1.479300000000000059e+00,3.326999999999999957e+00,4.106000000000000205e-01
-1.479300000000000059e+00,3.326999999999999957e+00,4.106000000000000205e-01
-1.479200000000000070e+00,3.326999999999999957e+00,4.106000000000000205e-01
-1.479200000000000070e+00,3.326999999999999957e+00,4.106000000000000205e-01
-1.479700000000000015e+00,3.327900000000000080e+00,4.107999999999999985e-01
-1.478799999999999892e+00,3.326099999999999834e+00,4.104999999999999760e-01
-1.479200000000000070e+00,3.326999999999999957e+00,4.107000000000000095e-01
-1.479200000000000070e+00,3.326999999999999957e+00,4.107000000000000095e-01
